x,y
-6.152025760812448,-0.8923298170377657
-8.069492240069076,-0.7673554223072236
8.717177597873011,0.7927656515527857
-0.12459169351284549,-1.060247106979308
-9.329844671953502,0.6613618402164035
4.003088062885485,-0.7325755261246161
1.099278310043077,-0.41441698038752256
2.9425410605677493,-0.877469301416365
-2.0656469045702197,-0.8677823528505442
-7.997026449382285,-0.6599731057382574
4.502423347680695,0.22854516931807922
-3.308274820704442,0.7639590704117909
4.459482224001274,0.2754928085694768
1.9894292204495678,-0.6834691842114522
7.030999544479892,-0.6090874768642678
-0.6170527935388681,0.08982586023928847
-9.701380884470643,-0.1123388335343382
-7.33437012667461,0.7323277719311707
0.39365163820795246,0.011081714318400687
5.043014409064302,-0.6151613298907932
-6.01293311112774,-0.48634427085169196
5.480469426528581,0.3972504903869797
9.083076460444065,-0.6700377602018486
3.1429918673839463,-0.5122016958890717
0.8236131759814547,0.790598509908937
-2.4722403513490043,0.34394269862517074
-8.65407157302758,-0.09173137026520298
-7.310746111008903,0.5854547313413233
-3.424613717578595,0.6062678252847675
-0.46216061790105956,0.5087024861982579
2.215305349725414,-0.3362491664847025
0.868087791999137,-0.9827590782822795
6.883078192113379,-0.9329670982733896
9.260292630717128,-0.15990436288431958
4.994537112662298,-0.839534249990465
8.881690137260472,-0.9223994477394374
1.2957473322034696,-0.14782730157396698
2.426192517626813,0.09008769662337882
-7.2208684308056625,1.0287483626128509
1.6252359165026142,0.4335313361082904
2.2141714263010503,-0.11673103499608176
7.70475058879784,0.5953639310149199
5.561175412943911,0.552305032208759
8.750607807537607,0.9382952104227583
8.542943391771917,0.5129849639562041
-5.568326768612872,0.3865473228664891
-4.983308043567298,-0.528125255969579
5.850481800035392,-0.904420214808523
-1.6663513813910313,-0.016990649978285404
-2.218633990422174,0.9880347450618073
-0.1309067291535615,-0.938734613505462
-8.631916921003489,-0.06664365979512221
2.259869760544202,-0.28481887076225165
2.0234341746223183,-0.5484564709358541
3.0381259462655352,-0.591775749155441
4.642801368591232,0.6099458018349211
-5.41204525156359,0.4889275396151307
-5.6898968361730695,-0.2126099105012413
0.8743295966352616,-0.9086505639830802
9.46631764113758,0.4768395955929917
7.84162796931281,-0.9553014089251557
